sample	Chrom	start	end	class	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	code_batt
06-23090T--06-23090N	21	13910933	46652716	normal	1	1	1	NA	NA	no_sub
06-23090T--06-23090N	22	16386087	26186470	normal	1	1	0.656774919856947	2	1	subclonal
06-23090T--06-23090N	22	26190829	29035638	deletion	1	0	1	NA	NA	no_sub
06-23090T--06-23090N	22	29035875	35584126	normal	1	1	1	NA	NA	no_sub
06-23090T--06-23090N	22	35599640	40357726	deletion	1	0	1	NA	NA	no_sub
06-23090T--06-23090N	22	40417927	42478948	normal	1	1	1	NA	NA	no_sub
06-23090T--06-23090N	22	42562679	49999695	deletion	1	0	1	NA	NA	no_sub
06-23090T--06-23090N	X	1336196	58531086	deletion	1	0	1	NA	NA	no_sub
06-23090T--06-23090N	X	62516111	155998907	deletion	1	0	1	NA	NA	no_sub
06-32123T--06-32123N	1	841166	248928636	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	2	11320	33732189	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	2	33733677	33753230	deletion	1	0	0.841492616168587	1	1	subclonal
06-32123T--06-32123N	2	33781006	88926960	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	2	88945111	88998306	gain	2	1	1	NA	NA	no_sub
06-32123T--06-32123N	2	88998355	242043342	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	3	36268	75680509	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	3	75691199	75785272	LOH	2	0	0.518599132180921	2	1	subclonal
06-32123T--06-32123N	3	75849900	198118362	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	4	11870	161026704	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	4	161030838	161082537	LOH	2	0	0.519529646355054	2	1	subclonal
06-32123T--06-32123N	4	161085706	189860499	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	5	850088	181260906	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	6	160271	170612497	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	7	80500	37460323	gain	2	1	1	NA	NA	no_sub
06-32123T--06-32123N	7	37519127	159321577	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	8	205687	145070208	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	9	216493	38771834	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	9	61664314	61978077	deletion	1	0	0.151983075164748	1	1	subclonal
06-32123T--06-32123N	9	68416309	106177190	deletion	1	0	1	NA	NA	no_sub
06-32123T--06-32123N	9	106242574	106853948	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	9	106915516	108894245	deletion	1	0	1	NA	NA	no_sub
06-32123T--06-32123N	9	108895106	138175011	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	10	48486	133422386	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	11	196944	134999713	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	12	79119	133255670	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	13	18900340	102317778	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	13	102352160	114323029	deletion	1	0	1	NA	NA	no_sub
06-32123T--06-32123N	14	19956892	106881246	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	15	19829624	19990060	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	15	23373965	101890963	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	16	33802	89985827	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	17	151596	79999964	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	18	125785	79996664	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	19	226776	58585941	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	20	20001903	64324353	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	21	13900911	46682701	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	22	16386087	22027362	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	22	22032093	22707503	deletion	1	0	1	NA	NA	no_sub
06-32123T--06-32123N	22	22724777	49999547	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	X	1334607	2698953	normal	1	1	1	NA	NA	no_sub
06-32123T--06-32123N	X	155703951	155987445	normal	1	1	0.886703525786275	2	1	subclonal
07-11855T--07-11855N	1	827711	26813092	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	1	26824019	30206861	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	30214465	48479581	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	1	48486909	55293752	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	55300020	65361205	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	1	65426218	70182683	deletion	1	0	0.477494718908411	1	1	subclonal
07-11855T--07-11855N	1	70300142	73387114	high_LOH	5	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	73428094	74257394	deletion	1	0	0.482693801807694	1	1	subclonal
07-11855T--07-11855N	1	74334001	74965332	high_LOH	5	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	74967967	76275737	deletion	1	0	0.464589456235209	1	1	subclonal
07-11855T--07-11855N	1	76292858	76526673	high_LOH	5	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	76534783	78238221	deletion	1	0	0.818816948170271	2	0	subclonal
07-11855T--07-11855N	1	78239470	79195269	high_LOH	5	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	79230480	84889125	deletion	1	0	0.783262943265692	2	0	subclonal
07-11855T--07-11855N	1	84891534	101591827	high_LOH	5	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	101595624	101713980	deletion	1	0	0.657257436615103	1	1	subclonal
07-11855T--07-11855N	1	101717634	105500962	high_LOH	5	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	105501238	117221638	deletion	1	0	0.838569173117252	2	0	subclonal
07-11855T--07-11855N	1	117224562	117349894	deletion	1	0	0.167705462250761	1	1	subclonal
07-11855T--07-11855N	1	117354770	118412334	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	118432037	119096232	LOH_3	4	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	119097052	121596769	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	1	143544453	143724724	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	1	146885553	248907069	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	2	23368	242043544	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	3	19817	75723438	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	3	75723471	75744417	LOH	2	0	0.773248470480613	2	1	subclonal
07-11855T--07-11855N	3	75754116	106274018	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	3	106274057	198113102	normal	1	1	0.611843002693811	2	1	subclonal
07-11855T--07-11855N	4	69675	189862760	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	5	849051	181258899	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	6	147750	170592015	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	7	80500	71750117	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	7	71761121	71869489	LOH	2	0	0.32161102986084	2	1	subclonal
07-11855T--07-11855N	7	71999985	159334835	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	8	87304	103377900	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	8	103439545	145074901	normal	1	1	0.613229277684189	2	1	subclonal
07-11855T--07-11855N	9	203761	38772578	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	9	61962029	61978077	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	9	68416612	138175313	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	10	48601	21726552	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	10	21732225	133422386	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	11	199256	77071396	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	11	77073982	108270182	deletion	1	0	0.13751847904562	1	1	subclonal
07-11855T--07-11855N	11	108270407	108400880	deletion	1	0	0.777732320280536	2	0	subclonal
07-11855T--07-11855N	11	108403866	134999663	deletion	1	0	0.101116528710015	1	1	subclonal
07-11855T--07-11855N	12	84754	11073365	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	12	11074435	11092126	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	12	11098877	11405924	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	12	11406745	12735504	deletion	1	0	0.442816049293959	1	1	subclonal
07-11855T--07-11855N	12	12736355	133264554	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	13	18881817	95240667	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	13	95241258	114343518	deletion	1	0	0.392909940130346	1	1	subclonal
07-11855T--07-11855N	14	20007464	106867957	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	15	19816925	20007545	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	15	23382993	101838791	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	16	34870	89995500	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	17	171891	320272	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	17	321853	672264	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	17	677954	79999874	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	18	165034	79999258	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	19	253938	58586084	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	20	20001903	26216995	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	20	30185407	50044442	deletion	1	0	1	NA	NA	no_sub
07-11855T--07-11855N	20	50062206	64287476	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	21	13901496	46634379	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	22	16385986	22162605	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	22	22162812	22735202	high_LOH	5	0	1	NA	NA	no_sub
07-11855T--07-11855N	22	22735437	49999850	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	X	1341847	2698739	normal	1	1	1	NA	NA	no_sub
07-11855T--07-11855N	X	155703951	155997799	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	1	832873	61011630	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	1	61029093	114234169	deletion	1	0	0.41094645885488	2	0	subclonal
07-20025T--07-20025N	1	114256657	150777437	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	1	150779199	166502693	deletion	1	0	0.725828036132483	2	0	subclonal
07-20025T--07-20025N	1	166503744	248909978	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	2	38938	242043342	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	3	18918	75678653	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	3	75680502	75775725	deletion	1	0	0.818517479542391	1	1	subclonal
07-20025T--07-20025N	3	75778346	198119409	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	4	109656	189860719	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	5	850712	181291265	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	6	147750	170502742	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	7	80500	37105907	normal	1	1	0.747637890656546	2	1	subclonal
07-20025T--07-20025N	7	37110894	57944377	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	7	62249455	159329969	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	8	205687	145074188	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	9	206512	38772578	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	9	61665362	61692021	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	9	68418585	138103464	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	10	48486	133422386	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	11	196944	91889835	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	11	91889981	95010353	deletion	1	0	0.621199038383888	1	1	subclonal
07-20025T--07-20025N	11	95012182	114738386	deletion	0	0	0.935250789494936	1	0	subclonal
07-20025T--07-20025N	11	114739078	116301858	deletion	1	0	0.617544926393395	1	1	subclonal
07-20025T--07-20025N	11	116305964	134999713	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	12	80964	11073283	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	12	11073288	11092126	LOH	2	0	0.559527706702898	2	1	subclonal
07-20025T--07-20025N	12	11098877	133255670	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	13	18881817	114010740	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	13	114014040	114330230	deletion	1	0	1	NA	NA	no_sub
07-20025T--07-20025N	14	19965357	106881246	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	15	19796608	19977918	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	15	23371286	101848788	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	16	89369	89992338	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	17	152087	22735725	whole_chrom_dup	2	2	1	NA	NA	no_sub
07-20025T--07-20025N	17	26955953	79983857	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	18	125371	12141311	deletion	1	0	0.718505208753943	2	0	subclonal
07-20025T--07-20025N	18	12145075	14137061	LOH	2	0	0.274031602465742	2	1	subclonal
07-20025T--07-20025N	18	20979714	79998683	gain	2	1	1	NA	NA	no_sub
07-20025T--07-20025N	19	226776	58585941	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	20	20001903	26330792	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	20	30185407	64324353	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	21	13912622	46669690	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	22	16386909	49997051	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	X	1334607	2696226	normal	1	1	1	NA	NA	no_sub
07-20025T--07-20025N	X	155703951	155999818	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	1	841166	5960932	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	1	5962391	6396061	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	1	6401029	84004126	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	1	84004676	119705232	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	1	119712290	121583667	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	1	143544825	171033093	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	1	171037912	171154779	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	1	171157163	171503251	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	1	171505190	171578361	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	1	171580437	248922185	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	2	11320	242044454	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	3	18519	143911550	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	3	143967975	198116021	normal	1	1	0.417960088691795	2	1	subclonal
07-20432T--07-20432N	4	11870	189869091	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	5	857807	181190148	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	6	147750	23641864	gain	2	1	1	NA	NA	no_sub
07-20432T--07-20432N	6	23644552	104809815	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	6	104811588	170590326	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	7	80500	159323698	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	8	206331	145075236	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	9	211725	38773523	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	9	61667046	61694122	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	9	68431371	138163972	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	10	49156	38783450	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	10	42110143	133422386	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	11	197337	95705264	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	11	95707735	117801850	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	11	117804571	134989435	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	12	79119	11072009	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	12	11073245	11092124	LOH	2	0	0.343388960205393	2	1	subclonal
07-20432T--07-20432N	12	11098877	133254733	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	13	18902026	101674106	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	13	101675374	114330230	deletion	1	0	0.579268292682927	1	1	subclonal
07-20432T--07-20432N	14	19967170	106881246	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	15	19796459	101890963	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	16	62378	89999112	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	17	152076	79982201	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	18	148913	79999306	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	19	276245	13180377	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	19	13181087	14396821	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	19	14413839	58561846	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	20	20035270	64286376	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	21	13900911	46681199	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	22	16385677	22403187	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	22	22426244	22898847	deletion	1	0	1	NA	NA	no_sub
07-20432T--07-20432N	22	22907184	49999547	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	X	1334607	2698739	normal	1	1	1	NA	NA	no_sub
07-20432T--07-20432N	X	155703951	155999818	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	1	866646	248885765	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	2	23368	242013738	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	3	18685	75701647	gain	2	1	0.49624060150376	3	1	subclonal
07-28085T--07-28085N	3	75707368	75767293	high_LOH	5	0	1	NA	NA	no_sub
07-28085T--07-28085N	3	75771771	90455495	gain	2	1	0.504983388704311	3	1	subclonal
07-28085T--07-28085N	3	93786912	198119409	gain	2	1	0.500881834215168	3	1	subclonal
07-28085T--07-28085N	4	10240	189869091	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	5	850530	181315811	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	6	147750	24132873	normal	1	1	0.464285714285715	2	1	subclonal
07-28085T--07-28085N	6	24141822	67690641	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	6	67695038	115383990	deletion	1	0	0.537634408602153	1	1	subclonal
07-28085T--07-28085N	6	115385957	170558659	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	7	115340	57988396	normal	1	1	0.49341438703141	2	1	subclonal
07-28085T--07-28085N	7	61075640	78005663	normal	1	1	0.479166666666668	2	1	subclonal
07-28085T--07-28085N	7	78008062	159311243	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	8	206331	145075236	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	9	203761	38772384	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	9	61664045	61699249	deletion	1	0	0.310559006211183	1	1	subclonal
07-28085T--07-28085N	9	68416309	104313545	deletion	1	0	0.303951367781154	1	1	subclonal
07-28085T--07-28085N	9	104313701	138175313	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	10	48486	133422386	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	11	199673	50798370	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	11	54541311	134999713	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	12	92928	133264554	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	13	18889368	114344377	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	14	19956892	106833376	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	15	19796521	101848788	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	16	34870	89997732	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	17	151596	79999964	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	18	125371	79965683	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	19	226776	58585941	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	20	20002746	64324353	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	21	13901496	46681423	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	22	16385677	22372241	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	22	22372432	22717867	LOH	2	0	0.698412698412706	3	0	subclonal
07-28085T--07-28085N	22	22719775	49999547	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	X	1334946	2699855	normal	1	1	1	NA	NA	no_sub
07-28085T--07-28085N	X	155703951	155997618	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	1	832873	248930384	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	2	11320	241896799	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	3	18685	75723764	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	3	75728581	75767062	deletion	1	0	0.58585037404741	1	1	subclonal
07-40082T--07-40082N	3	75768767	198116021	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	4	10240	189860108	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	5	855264	181362592	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	6	160271	170612497	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	7	104023	159330245	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	8	116822	145032127	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	9	203937	38772578	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	9	61694121	61978077	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	9	68416612	138175011	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	10	49156	133406354	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	11	196944	134998351	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	12	99618	133225138	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	13	18881113	114341521	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	14	19969822	106881246	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	15	19796521	19989705	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	15	23371286	101890963	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	16	33802	89997192	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	17	152087	79991703	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	18	125632	79996664	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	19	226776	58481529	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	20	20005326	38463143	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	20	38463439	38463903	LOH	2	0	0.75872294549164	2	1	subclonal
07-40082T--07-40082N	20	38463989	64287865	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	21	13901423	46681423	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	22	16386087	22720405	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	22	22721160	22898605	deletion	1	0	0.855578370978782	1	1	subclonal
07-40082T--07-40082N	22	22907582	49997051	normal	1	1	1	NA	NA	no_sub
07-40082T--07-40082N	X	1342726	155990247	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	1	832873	121580477	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	1	143542694	143725419	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	1	146961634	248912317	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	2	11320	242013738	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	3	18918	158553901	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	3	158554432	198116021	gain	2	1	1	NA	NA	no_sub
09-27079T--09-27079N	4	11870	189848068	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	5	859713	1490894	gain	2	1	1	NA	NA	no_sub
09-27079T--09-27079N	5	1492087	181279524	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	6	147750	170612497	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	7	80500	159334411	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	8	206434	145074901	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	9	203937	38773523	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	9	61664670	61687984	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	9	68418622	138174508	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	10	49134	133403086	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	11	197337	69501746	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	11	69540118	95705915	gain	2	1	1	NA	NA	no_sub
09-27079T--09-27079N	11	95747258	117015398	deletion	1	0	0.507882609750176	2	0	subclonal
09-27079T--09-27079N	11	117021652	134999713	gain	2	1	1	NA	NA	no_sub
09-27079T--09-27079N	12	79119	133259913	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	13	18875648	48154876	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	13	48156191	114334878	deletion	1	0	1	NA	NA	no_sub
09-27079T--09-27079N	14	19965357	85692679	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	14	85698966	106775381	gain	2	1	1	NA	NA	no_sub
09-27079T--09-27079N	14	106775735	106881246	deletion	1	0	0.0904364099398041	1	1	subclonal
09-27079T--09-27079N	15	19796608	101890963	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	16	33807	89988610	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	17	151596	79991703	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	18	125371	79999306	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	19	226776	58555191	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	20	20001903	38463143	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	20	38463439	38463879	LOH_3	4	0	0.584731991268495	4	1	subclonal
09-27079T--09-27079N	20	38463989	64326953	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	21	13906833	46682701	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	22	16385677	22322820	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	22	22323144	22898847	deletion	1	0	0.367996604414262	2	0	subclonal
09-27079T--09-27079N	22	22907184	49997051	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	X	1343031	2698739	normal	1	1	1	NA	NA	no_sub
09-27079T--09-27079N	X	155703951	155999818	gain	2	1	0.808527646956045	3	1	subclonal
09-36389T--09-36389N	1	832873	201555882	normal	1	1	1	NA	NA	no_sub
